Performance Code,AIdent,Start Day,End Day,Pay Rate,Bill Rate,Margin
A Quit - Resigned with Notice,222896,1/29/2018,2/7/2018,12.12,16.24,4.12
A Quit - Resigned with Notice,222962,1/8/2018,1/19/2018,12.12,16.24,4.12
Open,223557,1/15/2018,,12.12,16.24,4.12
Open,223672,1/22/2018,,12.12,16.24,4.12
Assignment Terminated - Attendance,223902,1/22/2018,1/24/2018,12.12,16.24,4.12
Assignment Terminated - Attendance,224196,1/29/2018,2/5/2018,12.12,16.24,4.12
Open,224764,2/12/2018,,12.12,16.24,4.12
Deleted/Mistakenly entered,184594,12/21/2017,1/9/2018,12.12,16,3.88
Deleted/Mistakenly entered,186982,1/9/2018,1/22/2018,12.12,16,3.88
Deleted/Mistakenly entered,208910,12/15/2017,1/8/2018,12.12,16,3.88
Deleted/Mistakenly entered,220734,12/21/2017,12/27/2017,12.12,16,3.88
Deleted/Mistakenly entered,221589,1/4/2018,1/8/2018,12.12,16,3.88
Deleted/Mistakenly entered,222179,1/8/2018,1/9/2018,12.12,16,3.88
Deleted/Mistakenly entered,222392,12/21/2017,1/8/2018,12.12,16,3.88
Deleted/Mistakenly entered,222417,1/4/2018,1/15/2018,12.12,16,3.88
Deleted/Mistakenly entered,222514,1/2/2018,1/9/2018,12.12,16,3.88
Deleted/Mistakenly entered,222630,1/8/2018,1/15/2018,12.12,16,3.88
Deleted/Mistakenly entered,222631,1/8/2018,1/15/2018,12.12,16,3.88
Deleted/Mistakenly entered,223121,1/8/2018,1/15/2018,12.12,16,3.88
Deleted/Mistakenly entered,223347,1/9/2018,1/19/2018,12.12,16,3.88
Deleted/Mistakenly entered,223371,1/9/2018,2/9/2018,12.12,16,3.88
Open,186651,11/20/2017,,12.15,16.4,4.25
Open,207265,10/16/2017,,12.15,16.4,4.25
A Quit - Resigned with Notice,208577,10/31/2017,11/15/2017,12.15,16.4,4.25
Rate Change,184416,9/27/2017,10/1/2017,12.25,16.23,3.98
Rate Change,184554,10/23/2017,11/6/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,184554,11/7/2017,11/12/2017,12.25,16.23,3.98
Assignment Terminated - Violation of Rules,184702,10/23/2017,11/19/2017,12.25,16.23,3.98
Open,185164,12/18/2017,,12.25,16.23,3.98
Rate Change,185261,9/11/2017,10/1/2017,12.25,16.23,3.98
Hired Perm,185348,8/29/2017,1/15/2018,12.25,16.23,3.98
Rate Change,185494,9/27/2017,10/1/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,185494,12/18/2017,1/12/2018,12.25,16.23,3.98
Assignment Terminated - Attendance,185651,9/5/2017,9/14/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,185840,9/6/2017,9/21/2017,12.25,16.23,3.98
Rate Change,186242,9/27/2017,10/1/2017,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,186370,9/18/2017,9/24/2017,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,186548,12/4/2017,12/5/2018,12.25,16.23,3.98
Rate Change,186839,9/27/2017,10/1/2017,12.25,16.23,3.98
Open,187159,12/18/2017,,12.25,16.23,3.98
Assignment Terminated - Poor Production,207211,12/18/2017,1/25/2018,12.25,16.23,3.98
Assignment Terminated - No Reason Given,207518,10/23/2017,11/5/2017,12.25,16.23,3.98
Open,207519,1/2/2018,,12.25,16.23,3.98
Hired Perm,207763,12/18/2017,1/15/2018,12.25,16.23,3.98
A Quit - Resigned with Notice,207764,12/18/2017,1/26/2018,12.25,16.23,3.98
Assignment Terminated - Violation of Rules,207948,10/23/2017,12/13/2017,12.25,16.23,3.98
Complete,208457,10/31/2017,11/24/2017,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,208508,12/18/2017,1/5/2018,12.25,16.23,3.98
Assignment Terminated - Attendance,208560,10/31/2017,1/21/2018,12.25,16.23,3.98
Rate Change,208748,11/1/2017,11/1/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,208867,11/1/2017,11/9/2017,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,208904,11/1/2017,11/2/2017,12.25,16.23,3.98
A Quit - Resigned with Notice,208906,11/1/2017,11/1/2017,12.25,16.23,3.98
Complete,209107,11/13/2017,1/28/2018,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,209142,12/11/2017,12/13/2017,12.25,16.23,3.98
Open,209295,12/18/2017,,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,209883,12/11/2017,12/11/2017,12.25,16.23,3.98
Assignment Terminated - Poor Production,221144,12/18/2017,1/9/2018,12.25,16.23,3.98
Assignment Terminated - No Reason Given,221383,12/4/2017,12/4/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,221428,12/4/2017,1/12/2018,12.25,16.23,3.98
Open,221763,12/11/2017,,12.25,16.23,3.98
Assignment Terminated - Attendance,221983,12/13/2017,12/21/2017,12.25,16.23,3.98
A Quit - Stopped Showing / No Notice,221993,12/13/2017,12/28/2017,12.25,16.23,3.98
Assignment Terminated - Attendance,222004,12/18/2017,12/22/2017,12.25,16.23,3.98
Open,223154,1/24/2018,,12.25,16.23,3.98
Open,223737,2/12/2018,,12.25,16.23,3.98
Open,224217,2/12/2018,,12.25,16.23,3.98
Open,224492,1/31/2018,,12.25,16.23,3.98
Open,224523,2/12/2018,,12.25,16.23,3.98
Open,224913,2/14/2018,,12.25,16.23,3.98
Rate Change,186994,11/6/2017,11/11/2017,12.25,16.17,3.92
Rate Change,186995,11/6/2017,11/11/2017,12.25,16.17,3.92
Complete,208426,11/6/2017,11/8/2017,12.25,16.17,3.92
Rate Change,208426,11/6/2017,11/11/2017,12.25,16.17,3.92
Complete,208493,11/6/2017,11/6/2017,12.25,16.17,3.92
Rate Change,209061,11/6/2017,11/11/2017,12.25,16.17,3.92
Rate Change,209358,11/6/2017,11/11/2017,12.25,16.17,3.92
Open,223494,1/15/2018,,12.25,15.91,3.66
Rate Change,185876,12/18/2017,12/30/2017,12.25,15.68,3.43
Open,222032,1/28/2018,,12.25,15.68,3.43
A Quit - Stopped Showing / No Notice,184523,11/20/2017,11/21/2017,12.35,16.67,4.32
A Quit - Stopped Showing / No Notice,184606,8/21/2017,8/25/2017,12.35,16.67,4.32
A Quit - Stopped Showing / No Notice,184607,8/21/2017,8/25/2017,12.35,16.67,4.32
A Quit - Stopped Showing / No Notice,207339,10/9/2017,10/16/2017,12.35,16.67,4.32
Assignment Terminated - No Call / No Show,207646,10/16/2017,10/16/2017,12.35,16.67,4.32
Assignment Terminated - Attendance,209950,11/20/2017,11/29/2017,12.35,16.67,4.32
Deleted/Mistakenly entered,210354,12/5/2017,12/5/2017,12.35,16.67,4.32
Assignment Terminated - No Call / No Show,210458,11/27/2017,11/30/2017,12.35,16.67,4.32
No Show/No Call,221704,12/11/2017,12/14/2017,12.35,16.67,4.32
Open,224628,2/13/2018,,12.35,16.67,4.32
Assignment Terminated - Attendance,207742,1/29/2018,2/9/2018,12.37,16.58,4.21
Assignment Terminated - Attendance,207751,1/29/2018,2/9/2018,12.37,16.58,4.21
Open,208572,12/11/2017,,12.37,16.58,4.21
Assignment Terminated - Attendance,208814,12/11/2017,2/6/2018,12.37,16.58,4.21
Assignment Terminated - Attendance,210616,11/27/2017,12/26/2017,12.37,16.58,4.21
A Quit - Resigned with Notice,221130,12/18/2017,12/20/2017,12.37,16.58,4.21
Assignment Terminated - Attendance,221368,12/11/2017,12/15/2017,12.37,16.58,4.21
Assignment Terminated - No Call / No Show,222903,1/8/2018,1/10/2018,12.37,16.58,4.21
A Quit - Resigned with Notice,222965,1/8/2018,1/16/2018,12.37,16.58,4.21
A Quit - Resigned with Notice,223041,1/8/2018,1/15/2018,12.37,16.58,4.21
Assignment Terminated - Attendance,223068,1/22/2018,2/5/2018,12.37,16.58,4.21
Open,223731,1/22/2018,,12.37,16.58,4.21
Complete,186249,9/10/2017,9/21/2017,12.5,22.24,9.74
Released - Not a good fit,185849,9/5/2017,10/18/2017,12.5,17.36,4.86
A Quit - Stopped Showing / No Notice,221883,12/12/2017,1/4/2018,12.5,16.69,4.19
Rate Change,222068,12/12/2017,12/18/2017,12.5,16.69,4.19
Assignment Terminated - Poor Production,222193,12/19/2017,12/19/2017,12.5,16.69,4.19
Assignment Terminated - No Call / No Show,222580,12/26/2017,12/26/2017,12.5,16.69,4.19
Assignment Terminated - No Reason Given,222812,1/2/2018,1/15/2018,12.5,16.69,4.19
A Quit - Stopped Showing / No Notice,184280,1/4/2018,1/20/2018,12.5,16.63,4.13
Assignment Terminated - Attendance,184338,12/3/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,184338,1/16/2018,1/20/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,184407,12/3/2017,12/9/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,184407,1/9/2018,1/20/2018,12.5,16.63,4.13
Deleted/Mistakenly entered,184709,10/25/2017,10/25/2017,12.5,16.63,4.13
A Quit - Resigned with Notice,184793,1/3/2018,1/9/2018,12.5,16.63,4.13
Assignment Terminated - Attendance,184941,11/9/2017,12/16/2017,12.5,16.63,4.13
Open,185528,2/12/2018,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,185724,12/5/2017,1/1/2018,12.5,16.63,4.13
Open,185809,2/8/2018,,12.5,16.63,4.13
Open,185933,1/1/2018,,12.5,16.63,4.13
A Quit - Resigned with Notice,185950,1/3/2018,1/8/2018,12.5,16.63,4.13
Open,186137,2/12/2018,,12.5,16.63,4.13
Open,186138,2/12/2018,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,186577,10/9/2017,10/12/2017,12.5,16.63,4.13
Open,186633,2/8/2018,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,186660,10/9/2017,10/12/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,186676,12/26/2017,1/1/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,186786,10/9/2017,10/11/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,186885,10/25/2017,10/30/2017,12.5,16.63,4.13
Assignment Terminated - Walk Off Job,207583,1/4/2018,1/4/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,207596,12/12/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - No Call / No Show,207893,11/7/2017,12/9/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,207953,10/18/2017,12/1/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,208037,12/6/2017,12/29/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,208138,10/25/2017,12/26/2018,12.5,16.63,4.13
Assignment Terminated - Attendance,208169,10/25/2017,11/26/2017,12.5,16.63,4.13
A Quit - Resigned with Notice,208224,10/25/2017,11/27/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,208260,11/20/2017,12/20/2017,12.5,16.63,4.13
Assignment Terminated - No Call / No Show,208374,10/25/2017,11/2/2017,12.5,16.63,4.13
Deleted/Mistakenly entered,208374,10/25/2017,10/25/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,208447,11/28/2017,1/5/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,208456,1/10/2018,1/11/2018,12.5,16.63,4.13
Assignment Terminated - Attendance,208477,10/25/2017,11/27/2017,12.5,16.63,4.13
Open,208559,12/12/2017,,12.5,16.63,4.13
Open,208607,12/12/2017,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,208751,11/20/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,208852,11/28/2017,12/23/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,209007,12/11/2017,12/15/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,209264,12/5/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,209332,12/11/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,209520,11/26/2017,12/16/2017,12.5,16.63,4.13
Open,209594,12/26/2017,,12.5,16.63,4.13
Open,209595,12/26/2017,,12.5,16.63,4.13
Complete,209616,12/6/2017,12/23/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,209920,12/3/2017,12/30/2017,12.5,16.63,4.13
Released - Not a good fit,209961,12/27/2017,2/6/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,209964,1/8/2018,1/20/2018,12.5,16.63,4.13
Assignment Terminated - Attendance,210139,11/26/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,210140,11/29/2017,12/16/2017,12.5,16.63,4.13
Open,210221,1/1/2018,,12.5,16.63,4.13
Deleted/Mistakenly entered,210269,11/30/2017,11/30/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,210285,11/30/2017,12/9/2017,12.5,16.63,4.13
Open,210285,2/6/2018,,12.5,16.63,4.13
Open,220664,2/7/2018,,12.5,16.63,4.13
Open,220914,11/29/2017,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,220926,11/30/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,220940,1/15/2018,2/6/2018,12.5,16.63,4.13
A Quit - Resigned with Notice,220999,12/13/2017,1/8/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221108,11/30/2017,12/9/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221173,11/30/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221229,12/11/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,221236,12/6/2017,12/22/2017,12.5,16.63,4.13
Rate Change,221378,12/3/2017,12/23/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,221524,12/11/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221639,12/6/2017,12/23/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221642,12/5/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221652,12/1/2017,12/14/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221655,12/12/2017,12/23/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221759,12/21/2017,12/23/2017,12.5,16.63,4.13
Open,221790,12/6/2017,,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221854,12/8/2017,12/30/2017,12.5,16.63,4.13
Assignment Terminated - Attendance,221862,12/8/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221865,12/20/2017,1/8/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221871,12/20/2017,1/8/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,221914,12/5/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - No Reason Given,221990,12/11/2017,12/31/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222044,12/11/2017,12/30/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222076,12/12/2017,12/16/2017,12.5,16.63,4.13
Assignment Terminated - No Reason Given,222077,12/12/2017,12/22/2017,12.5,16.63,4.13
Deleted/Mistakenly entered,222088,12/12/2017,12/12/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222089,12/12/2017,12/16/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222149,1/4/2018,1/10/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222663,12/26/2017,12/30/2017,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,222674,12/26/2017,1/7/2018,12.5,16.63,4.13
Assignment Terminated - Violation of Rules,222993,1/9/2018,1/17/2018,12.5,16.63,4.13
Open,223017,1/9/2018,,12.5,16.63,4.13
A Quit - Resigned with Notice,223032,1/3/2018,1/17/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,223053,1/3/2018,1/6/2018,12.5,16.63,4.13
Open,223091,1/9/2018,,12.5,16.63,4.13
Released - Not a good fit,223195,1/8/2018,1/16/2018,12.5,16.63,4.13
Open,223196,1/8/2018,,12.5,16.63,4.13
Assignment Terminated - Attendance,223335,1/8/2018,2/3/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,223395,1/10/2018,1/12/2018,12.5,16.63,4.13
A Quit - Stopped Showing / No Notice,223444,1/10/2018,1/27/2018,12.5,16.63,4.13
Open,223674,1/15/2018,,12.5,16.63,4.13
Open,223682,2/8/2018,,12.5,16.63,4.13
Open,224740,2/8/2018,,12.5,16.63,4.13
Open,224869,2/8/2018,,12.5,16.63,4.13
Open,225023,2/12/2018,,12.5,16.63,4.13
Open,225093,2/12/2018,,12.5,16.63,4.13
Assignment Terminated - Poor Production,184228,8/14/2017,8/24/2017,12.5,16.5,4
Rate Change,184704,8/14/2017,10/7/2017,12.5,16.5,4
Open,184704,12/17/2017,,12.5,16.5,4
Open,186246,11/5/2017,,12.5,16.5,4
Assignment Terminated - Walk Off Job,186360,9/25/2017,10/11/2017,12.5,16.5,4
Complete,208357,11/13/2017,11/14/2017,12.5,16.5,4
Rate Change,208493,11/7/2017,11/11/2017,12.5,16.5,4
Complete,209300,11/6/2017,11/6/2017,12.5,16.5,4
Complete,209300,11/6/2017,11/6/2017,12.5,16.5,4
Complete,209301,11/6/2017,11/6/2017,12.5,16.5,4
Rate Change,209387,11/6/2017,11/11/2017,12.5,16.5,4
A Quit - Stopped Showing / No Notice,220872,12/17/2017,1/2/2018,12.5,16.5,4
Rate Change,221124,12/5/2017,12/17/2017,12.5,16.5,4
A Quit - Stopped Showing / No Notice,221124,12/17/2017,2/8/2018,12.5,16.5,4
Hired Perm,184978,8/6/2017,1/22/2018,12.5,16.13,3.63
Assignment Terminated - Walk Off Job,185610,8/23/2017,1/4/2018,12.5,16.13,3.63
Hired Perm,209619,10/30/2017,1/22/2018,12.5,16.13,3.63
Open,222613,12/19/2017,,12.5,16.13,3.63
Open,222940,1/2/2018,,12.5,16.13,3.63
Complete,184881,8/17/2017,9/7/2017,12.55,18.07,5.52
A Quit - Stopped Showing / No Notice,184521,8/13/2017,8/15/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,184543,8/13/2017,10/9/2017,12.55,16.94,4.39
Assignment Terminated - No Call / No Show,185015,9/11/2017,10/3/2017,12.55,16.94,4.39
Assignment Terminated - No Call / No Show,185652,9/4/2017,9/7/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,185795,9/11/2017,10/3/2017,12.55,16.94,4.39
Complete,186231,11/27/2017,11/29/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,186231,12/4/2017,1/2/2018,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,186267,10/17/2017,10/18/2017,12.55,16.94,4.39
Open,186809,2/5/2018,,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,187086,10/9/2017,10/20/2017,12.55,16.94,4.39
Hired Perm,187147,10/9/2017,1/8/2018,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,207273,10/9/2017,10/10/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,207428,10/17/2017,10/19/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,207562,10/17/2017,10/19/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,207573,10/17/2017,10/19/2017,12.55,16.94,4.39
Assignment Terminated - Attendance,207597,1/2/2018,1/25/2018,12.55,16.94,4.39
Hired Perm,207657,10/17/2017,1/15/2018,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,207713,11/20/2017,11/30/2017,12.55,16.94,4.39
A Quit - Resigned due to pay rate,208023,10/23/2017,12/1/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,208135,10/23/2017,11/1/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,208298,11/1/2017,11/1/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,208299,11/1/2017,11/1/2017,12.55,16.94,4.39
Assignment Terminated - Attendance,208307,11/1/2017,11/9/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,208535,11/2/2017,11/7/2017,12.55,16.94,4.39
No Show/No Call,208539,10/31/2017,10/31/2017,12.55,16.94,4.39
No Show/No Call,208540,11/2/2017,11/2/2017,12.55,16.94,4.39
No Show/No Call,208551,11/2/2017,11/2/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,208556,11/1/2017,11/8/2017,12.55,16.94,4.39
Assignment Terminated - No Call / No Show,208747,12/6/2017,12/6/2017,12.55,16.94,4.39
Open,209272,12/26/2017,,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,209607,12/3/2017,12/13/2017,12.55,16.94,4.39
Assignment Terminated - Attendance,209656,11/12/2017,11/27/2017,12.55,16.94,4.39
No Show/No Call,209860,12/18/2017,12/19/2017,12.55,16.94,4.39
Assignment Terminated - Attendance,210223,11/27/2017,12/26/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,210354,11/27/2017,12/22/2018,12.55,16.94,4.39
Deleted/Mistakenly entered,220702,12/13/2017,12/13/2017,12.55,16.94,4.39
Deleted/Mistakenly entered,220702,12/13/2017,12/13/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,220702,12/3/2017,12/21/2017,12.55,16.94,4.39
Deleted/Mistakenly entered,220702,12/13/2017,12/13/2017,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,220713,12/26/2017,12/27/2018,12.55,16.94,4.39
A Quit - Stopped Showing / No Notice,221290,12/3/2017,1/11/2018,12.55,16.94,4.39
Open,223047,1/22/2018,,12.55,16.94,4.39
Open,223463,1/21/2018,,12.55,16.94,4.39
Open,223872,2/5/2018,,12.55,16.94,4.39
Assignment Terminated - Poor Production,224123,1/29/2018,2/2/2018,12.55,16.94,4.39
Open,224271,2/5/2018,,12.55,16.94,4.39
Hired Perm,185931,9/12/2017,1/8/2018,12.7,17.91,5.21
Deleted/Mistakenly entered,184719,8/21/2017,8/21/2017,12.75,16.83,4.08
Rate Change,184719,8/21/2017,10/7/2017,12.85,16.96,4.11
Hired Perm,184719,12/17/2017,1/28/2018,12.85,16.96,4.11
Rate Change,186722,9/25/2017,10/7/2017,12.85,16.96,4.11
Open,186722,12/17/2017,,12.85,16.96,4.11
Rate Change,186788,9/25/2017,10/7/2017,12.85,16.96,4.11
Open,223763,2/12/2018,,12.85,16.96,4.11
Open,224305,1/24/2018,,12.85,16.96,4.11
Open,223951,1/28/2018,,13,22.24,9.24
Open,224355,1/29/2018,,13,18.59,5.59
Open,221017,12/4/2017,,13,18.46,5.46
Assignment Terminated - Walk Off Job,209360,11/27/2017,11/30/2017,13,18.2,5.2
Open,224832,2/12/2018,,13,17.81,4.81
Assignment Terminated - Attendance,184237,11/6/2017,11/14/2017,13,17.55,4.55
A Quit - Stopped Showing / No Notice,184550,8/9/2017,9/6/2017,13,17.55,4.55
A Quit - Stopped Showing / No Notice,184550,9/14/2017,11/24/2017,13,17.55,4.55
Rate Change,185852,10/9/2017,12/24/2017,13,17.55,4.55
Assignment Terminated - No Call / No Show,186086,9/11/2017,9/18/2017,13,17.55,4.55
A Quit - Stopped Showing / No Notice,207505,10/13/2017,10/16/2017,13,17.55,4.55
A Quit - Stopped Showing / No Notice,207775,10/20/2017,10/26/2017,13,17.55,4.55
Assignment Terminated - Attendance,208408,10/24/2017,11/14/2017,13,17.55,4.55
Open,221796,12/7/2017,,13,17.55,4.55
Complete,223290,1/8/2018,1/12/2018,13,17.55,4.55
Deleted/Mistakenly entered,185858,2/5/2018,2/5/2018,13,17.36,4.36
Open,185875,10/23/2017,,13,17.36,4.36
Open,207920,2/5/2018,,13,17.36,4.36
Deleted/Mistakenly entered,220753,2/5/2018,2/5/2018,13,17.36,4.36
Open,221431,12/1/2017,,13,17.36,4.36
Deleted/Mistakenly entered,222012,2/5/2018,2/5/2018,13,17.36,4.36
Deleted/Mistakenly entered,224759,2/5/2018,2/5/2018,13,17.36,4.36
Deleted/Mistakenly entered,224970,2/5/2018,2/5/2018,13,17.36,4.36
A Quit - Stopped Showing / No Notice,184467,12/1/2017,1/14/2018,13,17.23,4.23
Assignment Terminated - Attendance,184554,12/1/2017,12/6/2017,13,17.23,4.23
A Quit - Stopped Showing / No Notice,185210,12/12/2017,12/13/2017,13,17.23,4.23
A Quit - Stopped Showing / No Notice,185415,1/2/2018,1/25/2018,13,17.23,4.23
Rate Change,185849,9/20/2017,10/1/2017,13,17.23,4.23
